Article,Area,BU - Positions,Fees 01/26,Fees 02/26,Fees 03/26,Fees 04/26,Fees 05/26,Fees 06/26,Fees 07/26,Fees 08/26,Fees 09/26,Fees 10/26,Fees 11/26,Fees 12/25,Fees 12/26,Market,Nb pos.,Site,Sold pos. 02/26,Tags,Topic,Traffic 30 days (18/09),Traffic 30 days (19/02),Traffic July,URL
New betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180e79c23d20510992f78?pvs=21), 2 (https://www.notion.so/2-24025822504180f397f1efebb7d904c4?pvs=21), 3 (https://www.notion.so/3-2402582250418071aad9e9ea2e133483?pvs=21), 4 (https://www.notion.so/4-240258225041804388bcd904c47002b9?pvs=21), 5 (https://www.notion.so/5-24025822504180a9986cc6f2e977f616?pvs=21), 6 (https://www.notion.so/6-24025822504180429c5ad7780f86d9cd?pvs=21), 7 (https://www.notion.so/7-24025822504180e9b7dbec117b8160ea?pvs=21), 8 (https://www.notion.so/8-24025822504180f4b1e8cfe471460dad?pvs=21), 9 (https://www.notion.so/9-240258225041804a9379e5bf00d9299e?pvs=21), 10 (https://www.notion.so/10-24025822504180b581bdd2974ac66c38?pvs=21), 11 (https://www.notion.so/11-240258225041805e9d0fec1cdeda6486?pvs=21), 12 (https://www.notion.so/12-24025822504180e1b0c9cb0e98945338?pvs=21), 13 (https://www.notion.so/13-24025822504180a3a9abe3b9029958a0?pvs=21), 14 (https://www.notion.so/14-240258225041801b839acdb980ee6409?pvs=21), 15 (https://www.notion.so/15-24025822504180a7b987c903f15d524f?pvs=21), 16 (https://www.notion.so/16-24025822504180feac0ee50cf52da988?pvs=21), 17 (https://www.notion.so/17-2402582250418001b507ff181be61412?pvs=21), 18 (https://www.notion.so/18-2402582250418071bfa4cd92bfa1b17c?pvs=21), 19 (https://www.notion.so/19-24025822504180c6a1aac53fcc8c5738?pvs=21), 20 (https://www.notion.so/20-2402582250418032852ece79b4a271f0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,2041,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),20,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/best-betting-sites/best-new-betting-sites/
Betting offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180a3b5c3c5870caca9d8?pvs=21), 2 (https://www.notion.so/2-24025822504180eb85f3d4836cd388b7?pvs=21), 3 (https://www.notion.so/3-24025822504180eabcc0f210bb2d5141?pvs=21), 4 (https://www.notion.so/4-24025822504180caa302c06ab0305fc1?pvs=21), 5 (https://www.notion.so/5-240258225041804aa004ede68e02754f?pvs=21), 6 (https://www.notion.so/6-24025822504180f0b52ac0016c29a141?pvs=21), 7 (https://www.notion.so/7-24025822504180ed9318c6e8e3717b79?pvs=21), 8 (https://www.notion.so/8-2402582250418008800cf2d5f4933e15?pvs=21), 9 (https://www.notion.so/9-24025822504180e28158e76d6a886bf4?pvs=21), 10 (https://www.notion.so/10-240258225041801cad12db78aa4fb71c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,416,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,Bonus,Sports betting,,,,https://www.sportsmole.co.uk/online/betting-offers-uk/
Premier League betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-2402582250418098b166df299d3e9c46?pvs=21), 2 (https://www.notion.so/2-24025822504180c4827ec49fa1069158?pvs=21), 3 (https://www.notion.so/3-240258225041802c927bc93575ac8013?pvs=21), 4 (https://www.notion.so/4-2402582250418003af19d60853b91905?pvs=21), 5 (https://www.notion.so/5-240258225041807e9a07cf64594b8f72?pvs=21), 6 (https://www.notion.so/6-240258225041808589b2c65dbb477470?pvs=21), 7 (https://www.notion.so/7-24025822504180e78059fb7bf02f6b3b?pvs=21), 8 (https://www.notion.so/8-240258225041806fb074c91cd056dd28?pvs=21), 9 (https://www.notion.so/9-240258225041802f8eb3c9da7e643447?pvs=21), 10 (https://www.notion.so/10-24025822504180918e9acd70907f9297?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/best-football-betting-sites-in-the-uk/best-premier-league-betting-sites-uk/
Darts betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-2402582250418031b135e885a6055356?pvs=21), 2 (https://www.notion.so/2-240258225041808aa679e28109f21553?pvs=21), 3 (https://www.notion.so/3-240258225041805cad3dfb3e7a926351?pvs=21), 4 (https://www.notion.so/4-2402582250418037bb47f1842f88e030?pvs=21), 5 (https://www.notion.so/5-240258225041801d9672e0c4cfa00aef?pvs=21), 6 (https://www.notion.so/6-24025822504180f99d0efcffa0a85dcf?pvs=21), 7 (https://www.notion.so/7-2402582250418006b73bfee3d8f4a835?pvs=21), 8 (https://www.notion.so/8-2402582250418065a311da2a2be5ee08?pvs=21), 9 (https://www.notion.so/9-24025822504180ec93f6f6285d06fa32?pvs=21), 10 (https://www.notion.so/10-24025822504180439634cf5c365d3bc3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/best-betting-sites/best-darts-betting-sites/
Snooker betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-240258225041802595c0f1eff5759b31?pvs=21), 2 (https://www.notion.so/2-24025822504180f4bd71d8d36ae9242b?pvs=21), 3 (https://www.notion.so/3-24025822504180899619cae94f37aed4?pvs=21), 4 (https://www.notion.so/4-2402582250418074a80de756c9ab9666?pvs=21), 5 (https://www.notion.so/5-24025822504180949be6ff5d71ed30f8?pvs=21), 6 (https://www.notion.so/6-24025822504180f68d9efe16be45df3f?pvs=21), 7 (https://www.notion.so/7-240258225041800692cfe4a2c525002f?pvs=21), 8 (https://www.notion.so/8-240258225041803187f7ce482cbeee12?pvs=21), 9 (https://www.notion.so/9-24025822504180fba154f1c7ffdcd28c?pvs=21), 10 (https://www.notion.so/10-240258225041808192a9ca4a145a4e5f?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/best-betting-sites/best-snooker-betting-sites/
Casino sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-240258225041804a8060e7d6169eb331?pvs=21), 2 (https://www.notion.so/2-24025822504180ac9c9dcad0b6b0c88b?pvs=21), 3 (https://www.notion.so/3-240258225041807cbf35df3ac26965fb?pvs=21), 4 (https://www.notion.so/4-2402582250418080a654c4ac819a60da?pvs=21), 5 (https://www.notion.so/5-24025822504180949246ceac8afff682?pvs=21), 6 (https://www.notion.so/6-24025822504180cfbf40cba0bb7c63b6?pvs=21), 7 (https://www.notion.so/7-2402582250418085a866c4287381c76c?pvs=21), 8 (https://www.notion.so/8-24025822504180d38782cbe3ed9f0755?pvs=21), 9 (https://www.notion.so/9-2402582250418094975af68469489ed9?pvs=21), 10 (https://www.notion.so/10-24025822504180b7a5d0fe56ad460176?pvs=21), 11 (https://www.notion.so/11-24025822504180588b21d293fe8c6063?pvs=21), 12 (https://www.notion.so/12-24025822504180a4ab22c8e7d6e59225?pvs=21), 13 (https://www.notion.so/13-24025822504180d7a24ff50cca60d284?pvs=21), 14 (https://www.notion.so/14-24025822504180cc9acad7ab6a5d9209?pvs=21), 15 (https://www.notion.so/15-24025822504180788068f56bef9dd08d?pvs=21), 17 (https://www.notion.so/17-24025822504180cbac80c6a6c324de1c?pvs=21), 16 (https://www.notion.so/16-24025822504180f9b375fb91266c19f7?pvs=21), 18 (https://www.notion.so/18-2402582250418071bd4ccbcbd43b914d?pvs=21), 19 (https://www.notion.so/19-2402582250418047beebc9ecc9710bd7?pvs=21), 20 (https://www.notion.so/20-240258225041802cb7efeaa99164fd3a?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,416,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),20,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Casino,,,,https://www.sportsmole.co.uk/online/casino/
Paypal betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-2402582250418080a5b3eb3289981562?pvs=21), 2 (https://www.notion.so/2-240258225041809db089f4d3b00839cb?pvs=21), 3 (https://www.notion.so/3-24025822504180fcbd97cd271ee302f4?pvs=21), 4 (https://www.notion.so/4-24025822504180b4ae90c79210e6ad7b?pvs=21), 5 (https://www.notion.so/5-2402582250418037a85ed19d6fc71de5?pvs=21), 6 (https://www.notion.so/6-2402582250418040838cc24b2df6397d?pvs=21), 7 (https://www.notion.so/7-240258225041808fa0a3c6be6f5e0f9a?pvs=21), 8 (https://www.notion.so/8-240258225041807586d3fe69db10085a?pvs=21), 9 (https://www.notion.so/9-2402582250418018acb8c1d47e80b393?pvs=21), 10 (https://www.notion.so/10-2402582250418014a868ff9b376b6bc0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/paypal-betting-sites/
Slots sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180fb8b9cc52adec9c5ce?pvs=21), 2 (https://www.notion.so/2-24025822504180fc978fc74eb8e9b7a8?pvs=21), 3 (https://www.notion.so/3-24025822504180759a42ce03d299a976?pvs=21), 4 (https://www.notion.so/4-24025822504180b2931cd051193abbc5?pvs=21), 5 (https://www.notion.so/5-24025822504180c8b3fdc7b6a92fb908?pvs=21), 6 (https://www.notion.so/6-240258225041804998f9d86605280f06?pvs=21), 7 (https://www.notion.so/7-240258225041808ca8c7f7e750185bd0?pvs=21), 8 (https://www.notion.so/8-24025822504180d9a99eca346cc72b20?pvs=21), 9 (https://www.notion.so/9-24025822504180bd8e13ea732c0f996b?pvs=21), 10 (https://www.notion.so/10-240258225041803f8ef4cdb5045ab675?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Casino,,,,https://www.sportsmole.co.uk/online/best-slots-sites-uk/
Grand National sign up offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180abbc4de6c8e16f27a5?pvs=21), 2 (https://www.notion.so/2-24025822504180e5bb98d7994d30ff0a?pvs=21), 3 (https://www.notion.so/3-24025822504180c08bbae36ca1129d52?pvs=21), 4 (https://www.notion.so/4-24025822504180d782a0f6404d1746ab?pvs=21), 5 (https://www.notion.so/5-240258225041805394a5d9887c1ec547?pvs=21), 6 (https://www.notion.so/6-24025822504180c1be9ff7ad2577382d?pvs=21), 7 (https://www.notion.so/7-24025822504180f2bda4fc0bdf6e5936?pvs=21), 8 (https://www.notion.so/8-2402582250418018b1b1e18407a2c584?pvs=21), 9 (https://www.notion.so/9-2402582250418034bc15ca9c0d097c8a?pvs=21), 10 (https://www.notion.so/10-240258225041802fad93c5242c0dcf6f?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,Bonus,Sports betting,,,,https://www.sportsmole.co.uk/online/betting-offers-uk/grand-national-sign-up-offers/
Bingo sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180a3b8b5effd7a0781f7?pvs=21), 2 (https://www.notion.so/2-2402582250418028bdc5d9e5a15900d1?pvs=21), 3 (https://www.notion.so/3-240258225041804d8797cfab909c19ad?pvs=21), 4 (https://www.notion.so/4-240258225041808b83fdd17bb0ac0002?pvs=21), 5 (https://www.notion.so/5-240258225041801d90e5f9a58683adf0?pvs=21), 6 (https://www.notion.so/6-240258225041805d9cc4e1bc462f0925?pvs=21), 8 (https://www.notion.so/8-24025822504180f28ef3d84802e39adc?pvs=21), 7 (https://www.notion.so/7-24025822504180fc9f61f85db717307a?pvs=21), 9 (https://www.notion.so/9-24025822504180d9b653fedd91f23d1a?pvs=21), 10 (https://www.notion.so/10-24025822504180f6bf2fdabfff926971?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Bingo,,,,cl
Betting sites Canada,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-240258225041804b9e94f712f829ab6d?pvs=21), 2 (https://www.notion.so/2-24025822504180bfb6ccedfdc9458020?pvs=21), 3 (https://www.notion.so/3-2402582250418049aa37f6143a4adc50?pvs=21), 4 (https://www.notion.so/4-24025822504180f3b83bda0bc03f0220?pvs=21), 5 (https://www.notion.so/5-2402582250418049b8c8e13dec182554?pvs=21), 6 (https://www.notion.so/6-240258225041807c9ba2f47e2d4974f0?pvs=21), 7 (https://www.notion.so/7-24025822504180ceba58e0701ed3bdcb?pvs=21), 8 (https://www.notion.so/8-240258225041801fbc2bf2719a5d24ac?pvs=21), 9 (https://www.notion.so/9-24025822504180eaab0bd4e580a137f6?pvs=21), 10 (https://www.notion.so/10-240258225041800f9789e69b5608dcdd?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Canada (https://www.notion.so/Canada-209258225041807595fcfd5cfc8e6c60?pvs=21),10,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,,Sports betting,,,,https://www.sportsmole.co.uk/online/canada/
Free bet codes,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180448ed6db13b01fab91?pvs=21), 2 (https://www.notion.so/2-240258225041800ea2ecd8523fc89881?pvs=21), 4 (https://www.notion.so/4-24025822504180c8b22aca67c444cb07?pvs=21), 5 (https://www.notion.so/5-24025822504180d2a378e99f0816b809?pvs=21), 6 (https://www.notion.so/6-24025822504180c6a519f16249558f10?pvs=21), 7 (https://www.notion.so/7-240258225041808ba972e02a80f93037?pvs=21), 8 (https://www.notion.so/8-240258225041805ab362fab59000ea4a?pvs=21), 9 (https://www.notion.so/9-24025822504180ffaf39de30d29565d2?pvs=21), 3 (https://www.notion.so/3-24025822504180eea262d861749778dd?pvs=21), 10 (https://www.notion.so/10-24025822504180b786c3cddb4b693a65?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/free-bet-codes/
Bet 5 Get 10 offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-2402582250418032abb1cc9738d9f592?pvs=21), 2 (https://www.notion.so/2-24025822504180cf845bfa74672360ed?pvs=21), 3 (https://www.notion.so/3-24025822504180c2aa1ad211024a7593?pvs=21), 4 (https://www.notion.so/4-240258225041808a9d67d084fe281153?pvs=21), 5 (https://www.notion.so/5-24025822504180adae52e358257c64c6?pvs=21), 6 (https://www.notion.so/6-24025822504180af812ce62630df0259?pvs=21), 7 (https://www.notion.so/7-24025822504180d6b1c6cda42eec4b2a?pvs=21), 8 (https://www.notion.so/8-240258225041809b9e9fd3cec3837e7b?pvs=21), 9 (https://www.notion.so/9-2402582250418075a04bcdd24940815b?pvs=21), 10 (https://www.notion.so/10-240258225041804da992c58523bdfef9?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/bet-5-get-10-betting-offers/
Bet 40 Get 40 offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180c0b757e8f7ed8cdb93?pvs=21), 2 (https://www.notion.so/2-2402582250418040b3efe5edb4f6dc8a?pvs=21), 3 (https://www.notion.so/3-24025822504180958819d9c4fed85d73?pvs=21), 4 (https://www.notion.so/4-24025822504180d9ae9aceb5f63e3920?pvs=21), 5 (https://www.notion.so/5-2402582250418088b16afcf5e1875403?pvs=21), 6 (https://www.notion.so/6-24025822504180878eddd0888db94673?pvs=21), 7 (https://www.notion.so/7-240258225041801a9e70eaef6f5c6b9b?pvs=21), 8 (https://www.notion.so/8-24025822504180529722eba7dbd51e6f?pvs=21), 9 (https://www.notion.so/9-240258225041806084e7fa71b671fa9c?pvs=21), 10 (https://www.notion.so/10-2402582250418041b343e8b41b93eb93?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/bet-40-get-40-betting-offers/
Bet 50 Get 50 offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180ac99a4e223a5e26f6b?pvs=21), 2 (https://www.notion.so/2-2402582250418086a046ec2534657c56?pvs=21), 3 (https://www.notion.so/3-24025822504180138b95ea900305b844?pvs=21), 4 (https://www.notion.so/4-24025822504180068160ef0e2c02b136?pvs=21), 5 (https://www.notion.so/5-24025822504180b2a2dcc54d4b25d37d?pvs=21), 6 (https://www.notion.so/6-240258225041808ea4edd672a8a5f920?pvs=21), 7 (https://www.notion.so/7-2402582250418062870fcaa868da03ee?pvs=21), 8 (https://www.notion.so/8-24025822504180c48b4dd132d0612d47?pvs=21), 9 (https://www.notion.so/9-24025822504180d0b342f5aae0487651?pvs=21), 10 (https://www.notion.so/10-24025822504180af9449d4565af0ef61?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/bet-50-get-50-betting-offers/
Bet 200 Get 200 offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-240258225041808e9951e9365028418b?pvs=21), 2 (https://www.notion.so/2-2402582250418061a58bd16558ea49f3?pvs=21), 3 (https://www.notion.so/3-24025822504180d68895ecbd18379fb3?pvs=21), 4 (https://www.notion.so/4-24025822504180ffbe41d47f20380fe7?pvs=21), 5 (https://www.notion.so/5-24025822504180a18911ce7ee7ffb2a4?pvs=21), 6 (https://www.notion.so/6-240258225041807d82bcf325c822f1e4?pvs=21), 7 (https://www.notion.so/7-24025822504180dc8aedda7646059afe?pvs=21), 8 (https://www.notion.so/8-2402582250418001b2bac60b6b0cf7f3?pvs=21), 9 (https://www.notion.so/9-240258225041808e8791c01bce9c7a1c?pvs=21), 10 (https://www.notion.so/10-240258225041801eb3f3cc9128b99ac3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/bet-200-get-200-betting-offers/
Bet 100 Get 100 offers,https://www.notion.so/2c625822504180138eecf3a517f29ace,"Untitled (https://www.notion.so/2ff25822504180949cf7c39d081fa31c?pvs=21), Untitled (https://www.notion.so/2ff258225041803faf2cccd8f65500c4?pvs=21), Untitled (https://www.notion.so/2ff25822504180faaf7cde93a05ff817?pvs=21), Untitled (https://www.notion.so/2ff258225041806ba1c9fedde8a91257?pvs=21), Untitled (https://www.notion.so/2ff25822504180d5acbcc07856c957b7?pvs=21), Untitled (https://www.notion.so/2ff2582250418011bb38df81146a4d09?pvs=21), Untitled (https://www.notion.so/2ff25822504180a88ef8d36add1bfaa6?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),7,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/bet-100-get-100-betting-offers/
Cashout betting sites,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180ba8390eb5f65110d27?pvs=21), 2 (https://www.notion.so/2-240258225041806ca591f902157654cd?pvs=21), 3 (https://www.notion.so/3-24025822504180118cf9dd515605159b?pvs=21), 4 (https://www.notion.so/4-24025822504180ff842ec5b9270172eb?pvs=21), 5 (https://www.notion.so/5-2402582250418046a0cbf2388aacab5f?pvs=21), 6 (https://www.notion.so/6-24025822504180d88a6edcec98ed2529?pvs=21), 7 (https://www.notion.so/7-240258225041807b96abe4877837805a?pvs=21), 8 (https://www.notion.so/8-24025822504180fe851bcf073ed86fff?pvs=21), 9 (https://www.notion.so/9-24025822504180679735c008bb3bb51f?pvs=21), 10 (https://www.notion.so/10-24025822504180b9982ff0289917f634?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/blog/cash-out-betting-sites-uk/
Free bets,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-24025822504180778cc7fe223f38f6e7?pvs=21), 2 (https://www.notion.so/2-24025822504180e89beecffba644c411?pvs=21), 3 (https://www.notion.so/3-240258225041802db304ffa9ac333dd3?pvs=21), 4 (https://www.notion.so/4-240258225041802d87c4cee706b11be9?pvs=21), 5 (https://www.notion.so/5-24025822504180a3849cfbe7cc1b63a6?pvs=21), 6 (https://www.notion.so/6-2402582250418058a8c4d705bf48719d?pvs=21), 7 (https://www.notion.so/7-24025822504180dbae5bff34afa91761?pvs=21), 8 (https://www.notion.so/8-24025822504180ca92f2e5579b3b000b?pvs=21), 9 (https://www.notion.so/9-24025822504180b4bba3fc3e1409f17b?pvs=21), 10 (https://www.notion.so/10-24025822504180ab8820f06ab7c9e04a?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),10,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Bonus,Sports betting,,,,https://footballwhispers.com/blog/free-bets-uk/
